name,address,rating,reviews_count,review,photo
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Good,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Great service!,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,تأخير كبير جداً في طلبات السيارات واخر مرة اطلب منه ان شاءالله,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,طلبت الراهية ، فعلاً راهية من البطاطس ، تتكون من 90٪ بطاطس . 4 مخلل وخبز وصوص، 1٪ دجاج شاورما والصورة تتكلم,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,عجبني,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,الذ شاورما جربتها الصراحه بس لا تنخدعو بالصور الحجم مختلف عن الصوره والسعر غالي,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Great service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"Amazing shawarmer, a, brilliant employees",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Good service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Love ittt,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Great experience,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Shawarmer the best,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,ممتاز جدا,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,ثنكيو كاملا,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Amazing shawarmer,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"Shawamer amazing, they have amazing staff, they are highly welcoming",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"Amazing service, amazing meals,",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Brilliant service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,تاخير,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,خدمة ممتازة,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Amazing hospitality and they serve delicious meals,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Amazing hospitality,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Great service of all.,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"What I liked the most was the hospitality everyone showed during my first visit. Thank you to the staff who served my food, Camille. We will come back again.",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,It's one of the beat services in all of shawrmer brnaches especially shawonI hope she get a raise and a good position because she did the best service thank you Shawon,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,مميزة,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"Amazing service ,",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,طالب من ٣ ونص ولسى م جاء عبر تطبيقكم احاول اتواصل معاكم م قدرت ي ريتنا م طلبت سحورر ي ناس,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Love the energy here! Excellent service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,this is Branch so good because Stuff so kind,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,أفضل الموجود على طريق القصيم,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Very fast service. Great people.,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Great service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Camille was very helpful and kind!!,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,الخدمة سيئة وكارثية,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Employees are very welcoming. Thanks to this branch. Will come again,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,very fast and efficient service. Kudos to Camille. The best!,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Fast serviceee,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,great experience,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,amazing service adorable sandwiches,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Adorable services,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Fast service!,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,amazing Food,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,fantastic services,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,ماشاءالله جميل,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,ياليت يكون دجاج وطني مبرد احسن من المجمد البرازيلي,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"Amazing employees, good service",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,اكل لذيذ لكن الاسعار,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,حلووووجدا ممتااااز ءوق على كيفك,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Good service ever,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Great service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"Absolutely loved my experience at Shawarmer! The food was delicious and freshly prepared, and the service was exceptional. Special thanks to Ms. Camile for being so attentive, friendly, and professional she made my visit even better. Highly recommend this place to anyone craving a tasty meal with excellent service!",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"Amazing store, amazing employee, amazing meals",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Very fast service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Amazing service and staff. Ronaldo is a fantastic service provider. A must visit drive through restaurant.,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,It's one of the beat services in all of shawrmer brnaches especially Camille I hope she get a raise and a good position because she did the best service thank you Camille,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Incredible services,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Sarvice is very good and staff also Friendly,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"very bad service,",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,excellent,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Amazing store,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,ممتاز جدا,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,gooood service,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Bad behavior,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Camille friendly and professional in their work.,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Camille she s a great person and best representative of this brand with high ethics,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"wonderful day with Camille from Philippines , she is professional and Great Person .",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,مطعمي المفضل,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,The staff at this branch are very wonderful and friendly. They provide excellent service and are the reason I return to the same branch on a weekly basis.,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Thank you camel,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Full of energy! Great customer service.,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,الله يعطيهم العافيه سريعين في تجهيز الطلبات وخاصه في الاستقبال الموظف نلكمل,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,اشكر الكاشير حكيم العاطفي أخلاقه عاليه يتجوب معك على اسرع وقت لك كل الشكر من اعماق قلبي,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,مطعم ممتاز,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,كنك تطرهم طراره وانت دافع,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"The service is very bad. The workers don't care about the customer or delivery orders, and there are delays of over half an hour",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Just a shawarma 15-20 minutes unbelievable,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Caneli is very nice,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,جميل جداً من ناحية اسعار و مكان و عماله,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Great!,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Goooods. Great store,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,قرصه خفيف سريعه,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Good food,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Wow fresh and hot food i like it,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,يا ليت لو ما فيها كلافه تهتمون اكثر باستواء الدجاج,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Camille is the best And most kind person,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,جيت من مسار السيارات طلبت وجبه واحده فقط كان قدامي سيارتين بس والله اني جلست قرابة ٣٠ دقيقه او اكثر حتى !! وعند الدفع اخذو جوالي داخل عشان يدفعون ؟!! صراحه خدمه سيئه وفرع سيء,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,طلبت من تطبيقات التوصيل السندويتش ناشف والله مافي نقطة صوص غير كمية الشاورما قليل باكل خبز بس سيى لبعد درجة لحد يطلب منو,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,الموضفين محترمين، بس واجهتني مشكلتين، الاولى انه اذا بتخلي الشاورما حراق زيادة ريالين وفي التطبيق مكتوب زيادة ريال بس!، الثانية ان الشبكة شالوها من الموضف عند شباك الاستلام وحطوها في بداية الدرايف ثرو عند المايك وهذا الشيء متعب مرة كونها بعيده ويبي لك تقرب الموتر وقروشة.,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,جهاز الخدمة للسيارات لا يعمل والدفع كذلك والعامل ياخذ بطاقة او الجوال من الشباك لاكمال عملية الدفع,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,الاكل بارد,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,ممتاز,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,الشاورما لذي جدا لهم نكهتم الخاصة,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,اخذنا وجبة موسم الرياض اظن من هالفرع كنا مسافرين جيده والبطاطس الذ شي بس مافي مشروب وب25 ؟ المشروب خارجي ب6؟ ليش مره مرتفع سعره .,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,لا حول ولا قوة الا بالله! أمس أكلت عربو ونحيفات المطعم جبلي تسمم! أول مرة أتسمم في مطعم في الرياض من حوالي ١٥ سنة!!,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,"I like ur staff name Camille , she is good and kind also",
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Thank you Camella,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,لم يعجبني رغم اني من عشاق شاورمر لكن هذا الفرع اول مره اجربه,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,من أفضل فروع شاورمر,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,Nice service by the workers specially Camille,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,سريعين والي اسمها كاملا سريعه بتسليم الطلبات وتعاملهم جيد,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,لان الموضوع تكرر نفس المشكله يوصلني الطلب بارد مليان ثوم وانا محذر بدون اي صوص,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,طلبات السيارة تاخييير فضيييييع طالب ودافع فلوس عند شاشة الطلب والان تاخير ١٥ جالس في السيارة يعني ادفع عشان ما امشي وتتاخر ٢٠ دقيقه معقوله هذا الشي ؟!,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,الاكل جميل والأسعار ممتازه لاكن الخدمه موب سريعه,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,ممتاز جدٱ,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,فرع فارق عن جميع الفروع موظفين وشغل مثالي وكل شيء طازج,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,بالنسبه لي ولمن معي طعم ونظافه وسرعة تجهيز الطلب,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,مميز,
شاورمر,طريق الملك فهد الفرعي، العارض، الرياض 11564، المملكة العربية السعودية,4.1,2549,طعم وجبة شاورما الراهية كان جيد,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,طلبت من جاهز وكان مندوب التوصيل سريع ووصل الطلب حار.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU4L0bpO9cEpNLt9ucBfRwM3Wpm66nrMRzKFMVMEkHEXW8F15kH3r_eH0q&s=10#delivery1_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,التوصيل ممتاز، delivery rider وصل بسرعة وكانت التجربة جيدة.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU4L0bpO9cEpNLt9ucBfRwM3Wpm66nrMRzKFMVMEkHEXW8F15kH3r_eH0q&s=10#delivery2_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,طلب HungerStation وصل بدون تأخير والمندوب كان محترم.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU4L0bpO9cEpNLt9ucBfRwM3Wpm66nrMRzKFMVMEkHEXW8F15kH3r_eH0q&s=10#delivery3_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,المطعم يعتمد كثير على تطبيقات التوصيل مثل Mrsool وTalabat.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU4L0bpO9cEpNLt9ucBfRwM3Wpm66nrMRzKFMVMEkHEXW8F15kH3r_eH0q&s=10#delivery4_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,الخدمة داخل المطعم جيدة والأكل كان طازج.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrn5MiDTa_cg9SdbR-DJ0gkyMY-lYqL5yKSw&s#normal5_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,تجربة جيدة والأسعار مناسبة.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrn5MiDTa_cg9SdbR-DJ0gkyMY-lYqL5yKSw&s#normal6_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,المكان نظيف والموظفون متعاونون.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrn5MiDTa_cg9SdbR-DJ0gkyMY-lYqL5yKSw&s#normal7_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,الطعم ممتاز والطلب كان جاهز بسرعة.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrn5MiDTa_cg9SdbR-DJ0gkyMY-lYqL5yKSw&s#normal8_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,الفرع مزدحم لكن الخدمة مقبولة.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrn5MiDTa_cg9SdbR-DJ0gkyMY-lYqL5yKSw&s#normal9_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,الأكل وصل ساخن عند الطلب من delivery app.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrn5MiDTa_cg9SdbR-DJ0gkyMY-lYqL5yKSw&s#normal10_مطعم البيك
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,غني عن التعريف,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,Food is delicious as usual. Thank you!,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,"This branch is located on Makkah Road before Al Muzahimiyah. I stopped for dinner and ordered a broast and a burger. I simply asked for a tomato sauce sachet, but the staff member who handed me the food rudely refused and shouted. I was stunned and felt embarrassed in front of the other customers. For me, the food was great, but the staff behavior was very rude. I think they may be under stress and need proper customer service training.",
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,"Unfortunately, the atmosphere is not good for dine-in. Flies were sharing our meals, so the better option is takeaway or run away",
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,أسوء تجربة تأخر نصف ساعه وجيت الغي ما كنسلو,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,جميل و نظيف و سريع جداً,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,الطلب يطول حتى يجهز,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,ماشاء الله,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,لاول مره اروح فرع للبيك ونفسية الموظف مش كويسه وفوق ماهو غلطان لم يخدمنا سيييييييييء لابعد درجه وموظف فاااشل ومعصب ومايبي يخدم من الاخر,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,ممتاز,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,افضل مطعم عندي واسعاره حلوه,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,من أسوأ الفروع لايوجد خدمة طلب من تطبيقهم,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,كل شي ممتاز ما عدا اسلوب العمال من الجاليه البنقاليه فيهم قلة ادب وعدم احترام,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,مزيدا من التوفيق والتجويد والتميز,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,لاباس فيه,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,البيج بيق افضل شيء,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,ممتازين الطعم والموظفين محترمين,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,البروست كان حلو,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,المكان جميع وممتع وله طابع اجمل من منا لم يجرب البيك وخدمات رائعه يستحق تكرار الزياره.. انصح فيه وبشدة شكرا لجمال الموقع وجمال التنسيق حتى الاكل لذيذ وله طعم خاص.. كانت اجمل ليلة بلقاء من احببنا..,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,"I m honestly frustrated with the morning service here. The restaurant s timing says it opens at 7 00 AM, but every time we place an order after 7 30 AM, we re told it will take more than 25 minutes. This happens consistently, not just once or twice. If you re open at 7 00, customers expect that the kitchen is fully ready to handle orders. The current situation is inconvenient, especially during busy mornings when people don t have time to wait that long. Either improve the morning service or clearly communicate if full operations aren t available right after opening.",
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,المطعم زحمه وجيبين عاملين يباشرون والوجبات فوق بعض وبارده بطيئين وتناديه مايطالع فيك فرع سيئ,
مطعم البيك,GFV8 PXW، طويق، الرياض 13795، المملكة العربية السعودية,4.0,823,عندي ملاحضه انا اكثر من 7اشهور وانا اخذ كميه كبيه بس كل مرا مايلتزم بل وقت كل يوم 15دقيقه تخير واتأخر ممكن معاد ازور الفرع أبداً,
